,WHO Region,ISO3,WHO Country Name,City or Locality,Measurement Year,NO2 (μg/m3),NO2 temporal coverage (%),Population,Average NO2
12713,European Region,ITA,Italy,Colleferro,2017,31.28,93.715753425,60536709.0,22.549418604651162
12714,European Region,ITA,Italy,Colorno,2017,21.02,93.45890411,60536709.0,22.549418604651162
12715,European Region,ITA,Italy,Como,2017,49.42,98.19634703,60536709.0,22.549418604651162
12716,European Region,ITA,Italy,Conegliano,2017,22.38,94.8173516,60536709.0,22.549418604651162
12717,European Region,ITA,Italy,Cormano,2017,48.44,98.28767123,60536709.0,22.549418604651162
12718,European Region,ITA,Italy,Cornale,2017,22.7,99.46347032,60536709.0,22.549418604651162
12719,European Region,ITA,Italy,Corte Brugnatella,2017,5.09,93.10502283,60536709.0,22.549418604651162
12720,European Region,ITA,Italy,Corte De' Cortesi Con Cignone,2017,23.22,99.38356164,60536709.0,22.549418604651162
12721,European Region,ITA,Italy,Cossato,2017,21.29,96.56392694,60536709.0,22.549418604651162
12722,European Region,ITA,Italy,Crema,2017,31.28,99.78310502,60536709.0,22.549418604651162
12723,European Region,ITA,Italy,Cremona,2017,37.15,98.470319635,60536709.0,22.549418604651162
12724,European Region,ITA,Italy,Crotone,2017,27.32,97.5913242,60536709.0,22.549418604651162
12725,European Region,ITA,Italy,Cuneo,2017,26.37,98.92694064,60536709.0,22.549418604651162
12726,European Region,ITA,Italy,Dalmine,2017,32.46,99.79452055,60536709.0,22.549418604651162
12727,European Region,ITA,Italy,Darfo Boario Terme,2017,32.54,93.59589041,60536709.0,22.549418604651162
12728,European Region,ITA,Italy,Domodossola,2017,15.67,96.68949772,60536709.0,22.549418604651162
12729,European Region,ITA,Italy,Donnas,2017,14.73,99.09817352,60536709.0,22.549418604651162
12730,European Region,ITA,Italy,Druento,2017,12.29,92.93378995,60536709.0,22.549418604651162
12731,European Region,ITA,Italy,Enna,2017,4.2,93.85844749,60536709.0,22.549418604651162
12732,European Region,ITA,Italy,Erba,2017,26.39,99.37214612,60536709.0,22.549418604651162
12733,European Region,ITA,Italy,Este,2017,27.88,94.87442922,60536709.0,22.549418604651162
12734,European Region,ITA,Italy,Faenza,2017,19.9,94.69178082,60536709.0,22.549418604651162
12735,European Region,ITA,Italy,Falconara Marittima,2017,27.02,92.8196347,60536709.0,22.549418604651162
12736,European Region,ITA,Italy,Fano,2017,32.23,93.47031963,60536709.0,22.549418604651162
12737,European Region,ITA,Italy,Febbio,2017,3.89,93.85844749,60536709.0,22.549418604651162
12738,European Region,ITA,Italy,Feltre,2017,12.57,95.67351598,60536709.0,22.549418604651162
12739,European Region,ITA,Italy,Ferentino,2017,18.78,94.85159817,60536709.0,22.549418604651162
12740,European Region,ITA,Italy,Ferno,2017,28.05,99.47488584,60536709.0,22.549418604651162
12741,European Region,ITA,Italy,Ferrara,2017,30.48,93.715753425,60536709.0,22.549418604651162
12742,European Region,ITA,Italy,Ferrera Erbognone,2017,19.5,99.6803653,60536709.0,22.549418604651162
12743,European Region,ITA,Italy,Filago,2017,21.08,94.42922374,60536709.0,22.549418604651162
12744,European Region,ITA,Italy,Fiorano Modenese,2017,45.12,98.51598174,60536709.0,22.549418604651162
12745,European Region,ITA,Italy,Firenze,2017,43.39,94.41780822,60536709.0,22.549418604651162
12746,European Region,ITA,Italy,Firmo,2017,8.34,98.08219178,60536709.0,22.549418604651162
12747,European Region,ITA,Italy,Foggia,2017,22.74,90.73059361,60536709.0,22.549418604651162
12748,European Region,ITA,Italy,Foligno,2017,36.5,94.73744292,60536709.0,22.549418604651162
12749,European Region,ITA,Italy,Fontanebianche,2017,25.94,90.47945205,60536709.0,22.549418604651162
12750,European Region,ITA,Italy,Fontechiari,2017,5.77,94.28082192,60536709.0,22.549418604651162
12751,European Region,ITA,Italy,Forli,2017,25.15,91.689497715,60536709.0,22.549418604651162
12752,European Region,ITA,Italy,Francavilla Al Mare,2017,16.32,93.34474886,60536709.0,22.549418604651162
12753,European Region,ITA,Italy,Francavilla Fontana,2017,19.44,90.95890411,60536709.0,22.549418604651162
12754,European Region,ITA,Italy,Frosinone,2017,34.25,93.801369865,60536709.0,22.549418604651162
12755,European Region,ITA,Italy,Gambara,2017,28.82,98.21917808,60536709.0,22.549418604651162
12756,European Region,ITA,Italy,Garna,2017,6.36,95.63926941,60536709.0,22.549418604651162
12757,European Region,ITA,Italy,Gavello,2017,12.82,94.47488584,60536709.0,22.549418604651162
12758,European Region,ITA,Italy,Genova,2017,39.73,93.1678082175,60536709.0,22.549418604651162
12759,European Region,ITA,Italy,Gherardi,2017,13.23,92.14611872,60536709.0,22.549418604651162
12760,European Region,ITA,Italy,Gorizia,2017,25.47,93.91552511,60536709.0,22.549418604651162
12761,European Region,ITA,Italy,Grosseto,2017,19.53,94.6803652966666,60536709.0,22.549418604651162
12762,European Region,ITA,Italy,Grottaglie,2017,11.04,93.63013699,60536709.0,22.549418604651162
12763,European Region,ITA,Italy,Grumento Nova,2017,3.7,96.87214612,60536709.0,22.549418604651162
12764,European Region,ITA,Italy,Guardiaregia,2017,9.21,92.65981735,60536709.0,22.549418604651162
12765,European Region,ITA,Italy,Gubbio,2017,12.29,94.57191781,60536709.0,22.549418604651162
12766,European Region,ITA,Italy,Guidonia,2017,27.67,93.00228311,60536709.0,22.549418604651162
12767,European Region,ITA,Italy,Imola,2017,25.27,93.57305936,60536709.0,22.549418604651162
12768,European Region,ITA,Italy,Ivrea,2017,24.72,96.57534247,60536709.0,22.549418604651162
12769,European Region,ITA,Italy,Jesi,2017,29.6,92.4543379,60536709.0,22.549418604651162
12770,European Region,ITA,Italy,L'aquila,2017,8.94,95.02283105,60536709.0,22.549418604651162
12771,European Region,ITA,Italy,La Massimina-Casal Lumbroso,2017,20.36,92.9109589,60536709.0,22.549418604651162
12772,European Region,ITA,Italy,La Spezia,2017,26.44,96.5916503585714,60536709.0,22.549418604651162
12773,European Region,ITA,Italy,La Thuile,2017,2.77,99.32648402,60536709.0,22.549418604651162
12774,European Region,ITA,Italy,Lamezia Terme,2017,10.9,96.99771689,60536709.0,22.549418604651162
12775,European Region,ITA,Italy,Latina,2017,25.2,94.075342465,60536709.0,22.549418604651162
12776,European Region,ITA,Italy,Latina Scalo,2017,27.44,94.33789954,60536709.0,22.549418604651162
12777,European Region,ITA,Italy,Lavello,2017,10.93,92.7283105,60536709.0,22.549418604651162
12778,European Region,ITA,Italy,Lecco,2017,25.28,99.24657534,60536709.0,22.549418604651162
12779,European Region,ITA,Italy,Legnago,2017,26.28,99.42922374,60536709.0,22.549418604651162
12780,European Region,ITA,Italy,Leini,2017,32.48,90.97031963,60536709.0,22.549418604651162
12781,European Region,ITA,Italy,Leonessa,2017,6.89,94.20091324,60536709.0,22.549418604651162
12782,European Region,ITA,Italy,Levate,2017,30.81,98.59589041,60536709.0,22.549418604651162
12783,European Region,ITA,Italy,Livorno,2017,24.79,93.6719939133333,60536709.0,22.549418604651162
12784,European Region,ITA,Italy,Locri,2017,9.95,95.0913242,60536709.0,22.549418604651162
12785,European Region,ITA,Italy,Lodi,2017,35.24,94.86872146,60536709.0,22.549418604651162
12786,European Region,ITA,Italy,Lonato,2017,23.09,98.26484018,60536709.0,22.549418604651162
12787,European Region,ITA,Italy,Lucca,2017,21.31,94.1894977166666,60536709.0,22.549418604651162
12788,European Region,ITA,Italy,Lucera,2017,5.73,92.26027397,60536709.0,22.549418604651162
12789,European Region,ITA,Italy,Macerata,2017,13.9,93.41324201,60536709.0,22.549418604651162
12790,European Region,ITA,Italy,Macomer,2017,6.45,91.54109589,60536709.0,22.549418604651162
12791,European Region,ITA,Italy,Maddaloni,2017,23.87,95.28538813,60536709.0,22.549418604651162
12792,European Region,ITA,Italy,Magione,2017,16.93,93.96118721,60536709.0,22.549418604651162
12793,European Region,ITA,Italy,Malisana,2017,13.9,92.60273973,60536709.0,22.549418604651162
12794,European Region,ITA,Italy,Mammola,2017,8.27,93.84703196,60536709.0,22.549418604651162
12795,European Region,ITA,Italy,Manfredonia,2017,24.91,91.92922374,60536709.0,22.549418604651162
12796,European Region,ITA,Italy,Mansue,2017,15.07,93.78995434,60536709.0,22.549418604651162
12797,European Region,ITA,Italy,Mantova,2017,22.43,98.2343987833333,60536709.0,22.549418604651162
12798,European Region,ITA,Italy,Martina Franca,2017,27.2,91.98630137,60536709.0,22.549418604651162
12799,European Region,ITA,Italy,Martirano Lombardo,2017,31.05,98.47031963,60536709.0,22.549418604651162
12800,European Region,ITA,Italy,Massa,2017,20.92,94.26940639,60536709.0,22.549418604651162
12801,European Region,ITA,Italy,Massafra,2017,17.96,95.20547945,60536709.0,22.549418604651162
12802,European Region,ITA,Italy,Meda,2017,46.1,90.20547945,60536709.0,22.549418604651162
12803,European Region,ITA,Italy,Melfi,2017,7.69,92.73972603,60536709.0,22.549418604651162
12804,European Region,ITA,Italy,Melilli,2017,7.39,94.65753425,60536709.0,22.549418604651162
12805,European Region,ITA,Italy,Merano,2017,34.36,98.75570776,60536709.0,22.549418604651162
12806,European Region,ITA,Italy,Merate,2017,43.59,96.80365297,60536709.0,22.549418604651162
12807,European Region,ITA,Italy,Mesagne,2017,11.66,94.49771689,60536709.0,22.549418604651162
12808,European Region,ITA,Italy,Messina,2017,30.89,95.51369863,60536709.0,22.549418604651162
12809,European Region,ITA,Italy,Milano,2017,53.41,95.342465754,60536709.0,22.549418604651162
12810,European Region,ITA,Italy,Milazzo,2017,8.14,94.33789954,60536709.0,22.549418604651162
12811,European Region,ITA,Italy,Misterbianco,2017,16.18,93.26484018,60536709.0,22.549418604651162
12812,European Region,ITA,Italy,Modena,2017,36.2,98.321917805,60536709.0,22.549418604651162
12813,European Region,ITA,Italy,Modugno,2017,21.32,94.3150684933333,60536709.0,22.549418604651162
12814,European Region,ITA,Italy,Moggio,2017,6.8,93.93835616,60536709.0,22.549418604651162
12815,European Region,ITA,Italy,Mondovi,2017,28.41,94.02968037,60536709.0,22.549418604651162
12816,European Region,ITA,Italy,Monfalcone,2017,18.79,92.779680365,60536709.0,22.549418604651162
12817,European Region,ITA,Italy,Monserrato,2017,19.27,93.93835616,60536709.0,22.549418604651162
12818,European Region,ITA,Italy,Montebello Vicentino,2017,30.21,94.09817352,60536709.0,22.549418604651162
12819,European Region,ITA,Italy,Montesilvano,2017,27.18,95.28538813,60536709.0,22.549418604651162
12820,European Region,ITA,Italy,Monza,2017,51.07,91.832191785,60536709.0,22.549418604651162
12821,European Region,ITA,Italy,Morbegno,2017,18.93,98.32191781,60536709.0,22.549418604651162
12822,European Region,ITA,Italy,Morsano Al Tagliamento,2017,17.18,91.84931507,60536709.0,22.549418604651162
12823,European Region,ITA,Italy,Motta Visconti,2017,28.69,94.56621005,60536709.0,22.549418604651162
12824,European Region,ITA,Italy,Napoli,2017,42.54,92.9778212671428,60536709.0,22.549418604651162
12825,European Region,ITA,Italy,Niscemi,2017,48.62,90.91324201,60536709.0,22.549418604651162
12826,European Region,ITA,Italy,Novara,2017,39.75,96.51255708,60536709.0,22.549418604651162
12827,European Region,ITA,Italy,Odolo,2017,24.63,98.29908676,60536709.0,22.549418604651162
12828,European Region,ITA,Italy,Omegna,2017,28.96,96.49543379,60536709.0,22.549418604651162
12829,European Region,ITA,Italy,Orbassano,2017,33.51,96.03881279,60536709.0,22.549418604651162
12830,European Region,ITA,Italy,Ortona,2017,7.0,95.2283105,60536709.0,22.549418604651162
12831,European Region,ITA,Italy,Ostellato,2017,15.24,92.99086758,60536709.0,22.549418604651162
12832,European Region,ITA,Italy,Oulx,2017,17.24,95.44520548,60536709.0,22.549418604651162
12833,European Region,ITA,Italy,Pace Del Mela,2017,5.4,93.23059361,60536709.0,22.549418604651162
12834,European Region,ITA,Italy,Padova,2017,37.35,95.011415525,60536709.0,22.549418604651162
12835,European Region,ITA,Italy,Palermo,2017,36.15,90.013698628,60536709.0,22.549418604651162
12836,European Region,ITA,Italy,Pallanza,2017,29.2,95.70776256,60536709.0,22.549418604651162
12837,European Region,ITA,Italy,Papariano,2017,14.44,90.90182648,60536709.0,22.549418604651162
12838,European Region,ITA,Italy,Parma,2017,31.66,94.44634703,60536709.0,22.549418604651162
12839,European Region,ITA,Italy,Parona,2017,24.64,99.20091324,60536709.0,22.549418604651162
12840,European Region,ITA,Italy,Partinico,2017,31.64,93.26484018,60536709.0,22.549418604651162
12841,European Region,ITA,Italy,Pavia,2017,38.8,97.762557075,60536709.0,22.549418604651162
12842,European Region,ITA,Italy,Perledo,2017,17.45,94.24657534,60536709.0,22.549418604651162
12843,European Region,ITA,Italy,Perugia,2017,24.53,93.7785388133333,60536709.0,22.549418604651162
12844,European Region,ITA,Italy,Pescara,2017,28.75,92.81582953,60536709.0,22.549418604651162
12845,European Region,ITA,Italy,Piacenza,2017,31.21,93.61872146,60536709.0,22.549418604651162
12846,European Region,ITA,Italy,Pignataro Maggiore,2017,32.64,94.98858447,60536709.0,22.549418604651162
12847,European Region,ITA,Italy,Piombino,2017,14.37,94.50913242,60536709.0,22.549418604651162
12848,European Region,ITA,Italy,Pisa,2017,35.72,95.37671233,60536709.0,22.549418604651162
12849,European Region,ITA,Italy,Pistoia,2017,24.46,94.31506849,60536709.0,22.549418604651162
12850,European Region,ITA,Italy,Poggibonsi,2017,19.4,95.17123288,60536709.0,22.549418604651162
12851,European Region,ITA,Italy,Polistena,2017,12.96,90.0913242,60536709.0,22.549418604651162
12852,European Region,ITA,Italy,Ponti Sul Mincio,2017,22.73,98.03652968,60536709.0,22.549418604651162
12853,European Region,ITA,Italy,Pordenone,2017,28.51,93.12785388,60536709.0,22.549418604651162
12854,European Region,ITA,Italy,Portici,2017,22.35,96.55251142,60536709.0,22.549418604651162
12855,European Region,ITA,Italy,Porto Empedocle,2017,5.78,92.51141553,60536709.0,22.549418604651162
12856,European Region,ITA,Italy,Porto Torres,2017,9.55,92.2260274,60536709.0,22.549418604651162
12857,European Region,ITA,Italy,Portoscuso,2017,7.87,90.0913242,60536709.0,22.549418604651162
12858,European Region,ITA,Italy,Portovenere,2017,15.69,95.95890411,60536709.0,22.549418604651162
12859,European Region,ITA,Italy,Potenza,2017,5.76,93.37899543,60536709.0,22.549418604651162
12860,European Region,ITA,Italy,Prato,2017,32.49,95.29109589,60536709.0,22.549418604651162
12861,European Region,ITA,Italy,Prese-Montone,2017,4.76,93.81278539,60536709.0,22.549418604651162
12862,European Region,ITA,Italy,Priolo Gargallo,2017,13.3,93.20776256,60536709.0,22.549418604651162
12863,European Region,ITA,Italy,Quartu Sant'elena,2017,15.9,94.39497717,60536709.0,22.549418604651162
12864,European Region,ITA,Italy,Quattromiglia,2017,29.5,97.47716895,60536709.0,22.549418604651162
12865,European Region,ITA,Italy,Ragusa,2017,6.66,92.3630137,60536709.0,22.549418604651162
12866,European Region,ITA,Italy,Ravenna,2017,25.34,95.296803655,60536709.0,22.549418604651162
12867,European Region,ITA,Italy,Reggio Calabria,2017,19.14,96.569634705,60536709.0,22.549418604651162
12868,European Region,ITA,Italy,Reggio Emilia,2017,33.7,98.578767125,60536709.0,22.549418604651162
12869,European Region,ITA,Italy,Revello,2017,13.88,96.22146119,60536709.0,22.549418604651162
12870,European Region,ITA,Italy,Rezzato,2017,26.24,99.17808219,60536709.0,22.549418604651162
12871,European Region,ITA,Italy,Rho,2017,45.91,98.01369863,60536709.0,22.549418604651162
12872,European Region,ITA,Italy,Rieti,2017,22.65,95.42237443,60536709.0,22.549418604651162
12873,European Region,ITA,Italy,Rimini,2017,31.76,95.17694064,60536709.0,22.549418604651162
12874,European Region,ITA,Italy,Roma,2017,44.05,94.2351598166666,60536709.0,22.549418604651162
12875,European Region,ITA,Italy,Rovereto,2017,31.67,98.31050228,60536709.0,22.549418604651162
12876,European Region,ITA,Italy,Rovigo,2017,23.85,94.817351595,60536709.0,22.549418604651162
12877,European Region,ITA,Italy,Saliceto,2017,13.99,95.02283105,60536709.0,22.549418604651162
12878,European Region,ITA,Italy,San Benedetto Del Tronto,2017,21.0,93.36757991,60536709.0,22.549418604651162
12879,European Region,ITA,Italy,San Bonifacio,2017,35.07,93.32191781,60536709.0,22.549418604651162
12880,European Region,ITA,Italy,San Clemente,2017,7.92,93.41324201,60536709.0,22.549418604651162
12881,European Region,ITA,Italy,San Dona Di Piave,2017,28.66,95.65068493,60536709.0,22.549418604651162
12882,European Region,ITA,Italy,San Felice A Cancello,2017,21.48,90.44520548,60536709.0,22.549418604651162
12883,European Region,ITA,Italy,San Filippo Del Mela,2017,6.37,92.043379,60536709.0,22.549418604651162
12884,European Region,ITA,Italy,San Giovanni Al Natisone,2017,14.24,93.65296804,60536709.0,22.549418604651162
12885,European Region,ITA,Italy,San Giuliano Terme,2017,18.6,93.02511416,60536709.0,22.549418604651162
12886,European Region,ITA,Italy,San Lazzaro Di Savena,2017,24.59,95.67351598,60536709.0,22.549418604651162
12887,European Region,ITA,Italy,San Rocco,2017,18.89,98.60730594,60536709.0,22.549418604651162
12888,European Region,ITA,Italy,San Vitaliano,2017,27.41,93.02511416,60536709.0,22.549418604651162
12889,European Region,ITA,Italy,Santa Croce Sull'arno,2017,25.16,94.05251142,60536709.0,22.549418604651162
12890,European Region,ITA,Italy,Santo Stefano Di Magra,2017,23.8,97.38584475,60536709.0,22.549418604651162
12891,European Region,ITA,Italy,Sarezzo,2017,28.74,94.30365297,60536709.0,22.549418604651162
12892,European Region,ITA,Italy,Saronno,2017,38.56,99.94292237,60536709.0,22.549418604651162
12893,European Region,ITA,Italy,Sarroch,2017,11.35,95.37671233,60536709.0,22.549418604651162
12894,European Region,ITA,Italy,Sarzana,2017,27.53,97.5456621,60536709.0,22.549418604651162
12895,European Region,ITA,Italy,Sassari,2017,22.24,93.573059365,60536709.0,22.549418604651162
12896,European Region,ITA,Italy,Sassuolo,2017,21.0,98.23059361,60536709.0,22.549418604651162
12897,European Region,ITA,Italy,Savignano Sul Rubicone,2017,17.82,90.19406393,60536709.0,22.549418604651162
12898,European Region,ITA,Italy,Savona,2017,24.25,94.10958904,60536709.0,22.549418604651162
12899,European Region,ITA,Italy,Scandicci,2017,28.31,92.9109589,60536709.0,22.549418604651162
12900,European Region,ITA,Italy,Schio,2017,20.58,97.28310502,60536709.0,22.549418604651162
12901,European Region,ITA,Italy,Schivenoglia,2017,17.68,92.61415525,60536709.0,22.549418604651162
12902,European Region,ITA,Italy,Settignano,2017,10.13,94.13242009,60536709.0,22.549418604651162
12903,European Region,ITA,Italy,Settimo Torinese,2017,36.44,98.26484018,60536709.0,22.549418604651162
12904,European Region,ITA,Italy,Siena,2017,41.75,94.82876712,60536709.0,22.549418604651162
12905,European Region,ITA,Italy,Signa,2017,20.55,94.57762557,60536709.0,22.549418604651162
12906,European Region,ITA,Italy,Simeri Crichi,2017,4.19,99.44063927,60536709.0,22.549418604651162
12907,European Region,ITA,Italy,Siniscola,2017,8.3,93.61872146,60536709.0,22.549418604651162
12908,European Region,ITA,Italy,Siracusa,2017,18.55,93.49695586,60536709.0,22.549418604651162
12909,European Region,ITA,Italy,Solofra,2017,12.92,91.11872146,60536709.0,22.549418604651162
12910,European Region,ITA,Italy,Sondrio,2017,25.06,95.953196345,60536709.0,22.549418604651162
12911,European Region,ITA,Italy,Soresina,2017,32.01,98.53881279,60536709.0,22.549418604651162
12912,European Region,ITA,Italy,Sparanise,2017,14.89,92.71689498,60536709.0,22.549418604651162
12913,European Region,ITA,Italy,Spinadesco,2017,21.13,91.27853881,60536709.0,22.549418604651162
12914,European Region,ITA,Italy,Spoleto,2017,30.86,94.65753425,60536709.0,22.549418604651162
12915,European Region,ITA,Italy,Statte,2017,9.59,94.28082192,60536709.0,22.549418604651162
12916,European Region,ITA,Italy,Stazione,2017,20.17,94.12100457,60536709.0,22.549418604651162
12917,European Region,ITA,Italy,Susa,2017,19.24,95.75342466,60536709.0,22.549418604651162
12918,European Region,ITA,Italy,Tavazzano Con Villavesco,2017,25.66,94.07534247,60536709.0,22.549418604651162
12919,European Region,ITA,Italy,Tavernola Bergamasca,2017,26.56,97.32876712,60536709.0,22.549418604651162
12920,European Region,ITA,Italy,Teramo,2017,16.04,94.977168945,60536709.0,22.549418604651162
12921,European Region,ITA,Italy,Termini Imerese,2017,5.97,94.50913242,60536709.0,22.549418604651162
12922,European Region,ITA,Italy,Termoli,2017,26.95,95.325342465,60536709.0,22.549418604651162
12923,European Region,ITA,Italy,Terni,2017,22.81,95.1141552533333,60536709.0,22.549418604651162
12924,European Region,ITA,Italy,Teverola,2017,32.15,96.07305936,60536709.0,22.549418604651162
12925,European Region,ITA,Italy,Torchiarolo,2017,14.52,93.025114155,60536709.0,22.549418604651162
12926,European Region,ITA,Italy,Torgiano,2017,12.15,94.7260274,60536709.0,22.549418604651162
12927,European Region,ITA,Italy,Torino,2017,53.94,92.9195205475,60536709.0,22.549418604651162
12928,European Region,ITA,Italy,Torrechiara,2017,14.76,93.93835616,60536709.0,22.549418604651162
12929,European Region,ITA,Italy,Torviscosa,2017,20.6,93.88127854,60536709.0,22.549418604651162
12930,European Region,ITA,Italy,Trento,2017,43.04,97.85958904,60536709.0,22.549418604651162
12931,European Region,ITA,Italy,Treviglio,2017,36.2,99.31506849,60536709.0,22.549418604651162
12932,European Region,ITA,Italy,Treviso,2017,35.36,94.703196345,60536709.0,22.549418604651162
12933,European Region,ITA,Italy,Turbigo,2017,23.44,99.8630137,60536709.0,22.549418604651162
12934,European Region,ITA,Italy,Udine,2017,23.13,91.444063925,60536709.0,22.549418604651162
12935,European Region,ITA,Italy,Ugovizza,2017,15.26,93.59589041,60536709.0,22.549418604651162
12936,European Region,ITA,Italy,Vado Ligure,2017,27.7,90.59360731,60536709.0,22.549418604651162
12937,European Region,ITA,Italy,Valmadrera,2017,23.45,99.47488584,60536709.0,22.549418604651162
12938,European Region,ITA,Italy,Valnogaredo,2017,16.1,94.01826484,60536709.0,22.549418604651162
12939,European Region,ITA,Italy,Varese,2017,30.66,96.055936075,60536709.0,22.549418604651162
12940,European Region,ITA,Italy,Vastogirardi,2017,5.6,92.0890411,60536709.0,22.549418604651162
12941,European Region,ITA,Italy,Venafro,2017,30.08,95.74200913,60536709.0,22.549418604651162
12942,European Region,ITA,Italy,Venezia,2017,34.49,95.1398401825,60536709.0,22.549418604651162
12943,European Region,ITA,Italy,Vercelli,2017,25.01,92.528538815,60536709.0,22.549418604651162
12944,European Region,ITA,Italy,Verona,2017,28.75,93.57876712,60536709.0,22.549418604651162
12945,European Region,ITA,Italy,Verucchio,2017,10.73,94.93150685,60536709.0,22.549418604651162
12946,European Region,ITA,Italy,Vezzano,2017,5.65,97.64840183,60536709.0,22.549418604651162
12947,European Region,ITA,Italy,Viadana,2017,33.03,97.56849315,60536709.0,22.549418604651162
12948,European Region,ITA,Italy,Viareggio,2017,28.34,92.47716895,60536709.0,22.549418604651162
12949,European Region,ITA,Italy,Vibo Valentia,2017,18.98,95.76484018,60536709.0,22.549418604651162
12950,European Region,ITA,Italy,Vicenza,2017,36.99,97.10045662,60536709.0,22.549418604651162
12951,European Region,ITA,Italy,Vigevano,2017,24.11,94.49771689,60536709.0,22.549418604651162
12952,European Region,ITA,Italy,Viggiano,2017,6.44,96.02454338,60536709.0,22.549418604651162
12953,European Region,ITA,Italy,Villa Baldassarri,2017,8.02,93.45890411,60536709.0,22.549418604651162
12954,European Region,ITA,Italy,Vinchio,2017,13.99,93.75570776,60536709.0,22.549418604651162
12955,European Region,ITA,Italy,Vinovo,2017,35.5,93.76712329,60536709.0,22.549418604651162
12956,European Region,ITA,Italy,Viterbo,2017,27.93,94.61187215,60536709.0,22.549418604651162
12957,European Region,ITA,Italy,Voghera,2017,22.49,98.04794521,60536709.0,22.549418604651162
12958,European Region,ITA,Italy,Volla,2017,30.55,95.06849315,60536709.0,22.549418604651162
12959,European Region,ITA,Italy,Zappellone,2017,26.16,98.32191781,60536709.0,22.549418604651162
12960,European Region,ITA,Italy,Zona Industriale San Nicola,2017,14.4,95.06849315,60536709.0,22.549418604651162
12961,European Region,ITA,Italy,Abbadia Cerreto,2019,21.71,96.62100457,59729081.0,19.612706552706555
12962,European Region,ITA,Italy,Acquapendente,2019,5.3,90.47945205,59729081.0,19.612706552706555
12963,European Region,ITA,Italy,Acri,2019,15.35,97.10045662,59729081.0,19.612706552706555
12964,European Region,ITA,Italy,Adria,2019,17.17,93.90410959,59729081.0,19.612706552706555
12965,European Region,ITA,Italy,Agip Petroli-Ilva,2019,8.75,92.93378995,59729081.0,19.612706552706555
12966,European Region,ITA,Italy,Alatri,2019,33.37,94.53196347,59729081.0,19.612706552706555
12967,European Region,ITA,Italy,Alba,2019,20.65,92.52283105,59729081.0,19.612706552706555
12968,European Region,ITA,Italy,Albenga,2019,18.53,95.19406393,59729081.0,19.612706552706555
12969,European Region,ITA,Italy,Alessandria,2019,28.64,91.56392694,59729081.0,19.612706552706555
12970,European Region,ITA,Italy,Alfonsine,2019,12.58,98.82420091,59729081.0,19.612706552706555
12971,European Region,ITA,Italy,Alghero,2019,7.94,94.85159817,59729081.0,19.612706552706555
12972,European Region,ITA,Italy,Altamura,2019,24.2,93.47031963,59729081.0,19.612706552706555
12973,European Region,ITA,Italy,Amelia,2019,11.04,93.37899543,59729081.0,19.612706552706555
12974,European Region,ITA,Italy,Anagni,2019,23.44,92.65981735,59729081.0,19.612706552706555
12975,European Region,ITA,Italy,Aosta,2019,24.09,97.7130898033333,59729081.0,19.612706552706555
12976,European Region,ITA,Italy,Arconate,2019,25.29,95.21689498,59729081.0,19.612706552706555
12977,European Region,ITA,Italy,Arezzo,2019,22.89,94.8173516,59729081.0,19.612706552706555
12978,European Region,ITA,Italy,Argenta,2019,14.81,92.51141553,59729081.0,19.612706552706555
12979,European Region,ITA,Italy,Ascoli Piceno,2019,13.98,91.87214612,59729081.0,19.612706552706555
12980,European Region,ITA,Italy,Asiago,2019,3.67,97.47716895,59729081.0,19.612706552706555
12981,European Region,ITA,Italy,Assemini,2019,12.58,91.19101979,59729081.0,19.612706552706555
12982,European Region,ITA,Italy,Asti,2019,28.42,92.00913242,59729081.0,19.612706552706555
12983,European Region,ITA,Italy,Badia Polesine,2019,16.5,94.20091324,59729081.0,19.612706552706555
12984,European Region,ITA,Italy,Bagni Di Lucca,2019,12.17,95.15981735,59729081.0,19.612706552706555
12985,European Region,ITA,Italy,Barletta,2019,19.66,92.26027397,59729081.0,19.612706552706555
12986,European Region,ITA,Italy,Bassano Del Grappa,2019,18.75,97.19178082,59729081.0,19.612706552706555
12987,European Region,ITA,Italy,Battipaglia,2019,19.26,90.21689498,59729081.0,19.612706552706555
12988,European Region,ITA,Italy,Belluno,2019,22.82,94.977168945,59729081.0,19.612706552706555
12989,European Region,ITA,Italy,Bergamo,2019,33.33,97.95091324,59729081.0,19.612706552706555
12990,European Region,ITA,Italy,Bertonico,2019,23.54,98.02511416,59729081.0,19.612706552706555
12991,European Region,ITA,Italy,Besenzone,2019,17.69,96.36986301,59729081.0,19.612706552706555
12992,European Region,ITA,Italy,Biella,2019,17.88,97.83105023,59729081.0,19.612706552706555
12993,European Region,ITA,Italy,Bolano,2019,4.92,93.64155251,59729081.0,19.612706552706555
12994,European Region,ITA,Italy,Bologna,2019,29.26,95.26255708,59729081.0,19.612706552706555
12995,European Region,ITA,Italy,Bolzano,2019,34.42,96.92541857,59729081.0,19.612706552706555
12996,European Region,ITA,Italy,Borgaro Torinese,2019,24.92,98.92694064,59729081.0,19.612706552706555
12997,European Region,ITA,Italy,Borgo D'ale,2019,22.93,97.38584475,59729081.0,19.612706552706555
12998,European Region,ITA,Italy,Borgo Valsugana,2019,23.64,99.04109589,59729081.0,19.612706552706555
12999,European Region,ITA,Italy,Borgofranco Sul Po,2019,14.14,94.22374429,59729081.0,19.612706552706555
